source,data_type,tree_type,model,tree,backend,run,walltime,cputime,log_likelihood,tree_length,opt_time
baseline,AA,unrooted,LG,tree_6,OPENACC,8,30.514,30.162,-84301496.968,18.591,27.701
baseline,AA,unrooted,LG,tree_6,OMP_48,5,15.255,613.759,-84301496.968,18.591,13.94
baseline,AA,unrooted,LG,tree_6,OPENACC,7,30.569,30.212,-84301496.968,18.591,27.728
baseline,AA,unrooted,LG,tree_6,OPENACC,9,30.616,30.196,-84301496.968,18.591,27.723
baseline,AA,unrooted,LG,tree_6,OPENACC,5,31.984,31.594,-84301496.968,18.591,28.916
baseline,AA,unrooted,LG,tree_6,OPENACC,4,30.554,30.206,-84301496.968,18.591,27.707
baseline,AA,unrooted,LG,tree_6,OMP_48,2,20.064,625.794,-84301496.968,18.591,16.781
baseline,AA,unrooted,LG,tree_7,OMP_10,5,36.036,330.219,-87134163.126,19.77,34.745
baseline,AA,unrooted,LG,tree_7,OMP_48,8,14.341,586.481,-87134163.126,19.77,12.929
baseline,AA,unrooted,LG,tree_7,OPENACC,2,30.231,29.831,-87134163.126,19.77,27.397
baseline,AA,unrooted,LG,tree_7,OMP_48,10,16.941,641.858,-87134163.126,19.77,15.349
baseline,AA,unrooted,LG,tree_7,OMP_48,7,19.15,642.416,-87134163.126,19.77,17.764
baseline,AA,unrooted,LG,tree_7,OPENACC,3,30.565,30.19,-87134163.126,19.77,27.708
baseline,AA,unrooted,LG,tree_7,OMP_10,2,67.01,431.571,-87134163.126,19.77,65.373
baseline,AA,unrooted,LG,tree_7,OPENACC,10,30.323,29.932,-87134163.126,19.77,27.452
baseline,AA,unrooted,LG,tree_7,OPENACC,1,30.2,29.836,-87134163.126,19.77,27.388
baseline,AA,unrooted,LG,tree_7,OMP_10,10,38.129,362.747,-87134163.126,19.77,36.879
baseline,AA,unrooted,LG,tree_7,OMP_48,6,19.376,636.239,-87134163.126,19.77,17.971
baseline,AA,unrooted,LG,tree_7,OPENACC,6,31.413,30.993,-87134163.126,19.77,28.415
baseline,AA,unrooted,LG,tree_7,OPENACC,8,30.085,29.736,-87134163.126,19.77,27.294
baseline,AA,unrooted,LG,tree_7,OPENACC,7,30.525,30.165,-87134163.126,19.77,27.661
baseline,AA,unrooted,LG,tree_7,OPENACC,9,30.471,30.026,-87134163.126,19.77,27.516
baseline,AA,unrooted,LG,tree_7,OMP_48,9,14.869,608.506,-87134163.126,19.77,13.449
baseline,AA,unrooted,LG,tree_7,OMP_10,4,39.095,371.826,-87134163.126,19.77,37.823
baseline,AA,unrooted,LG,tree_7,OMP_48,1,14.339,588.879,-87134163.126,19.77,12.969
baseline,AA,unrooted,LG,tree_7,OMP_10,3,37.993,361.819,-87134163.126,19.77,36.775
baseline,AA,unrooted,LG,tree_7,OPENACC,4,30.065,29.726,-87134163.126,19.77,27.266
baseline,AA,unrooted,LG,tree_7,OMP_48,2,16.077,652.247,-87134163.126,19.77,14.531
baseline,AA,unrooted,LG,tree_7,OPENACC,10,29.9,29.541,-87134163.126,19.77,27.125
baseline,AA,unrooted,LG,tree_7,OPENACC,5,30.446,30.082,-87134163.126,19.77,27.577
baseline,AA,unrooted,LG,tree_7,OPENACC,4,30.195,29.85,-87134163.126,19.77,27.341
baseline,AA,unrooted,LG,tree_7,OPENACC,8,31.061,30.642,-87134163.126,19.77,28.109
baseline,AA,unrooted,LG,tree_7,OMP_48,5,15.152,632.436,-87134163.126,19.77,13.704
baseline,AA,unrooted,LG,tree_7,OPENACC,9,30.187,29.864,-87134163.126,19.77,27.351
baseline,AA,unrooted,LG,tree_7,OPENACC,7,30.387,30.034,-87134163.126,19.77,27.519
baseline,AA,unrooted,LG,tree_7,OMP_10,8,36.963,335.845,-87134163.126,19.77,35.68
baseline,AA,unrooted,LG,tree_7,OMP_10,7,37.979,361.746,-87134163.126,19.77,36.69
baseline,AA,unrooted,LG,tree_7,OMP_10,1,38.411,365.853,-87134163.126,19.77,37.154
baseline,AA,unrooted,LG,tree_7,OPENACC,1,30.346,29.983,-87134163.126,19.77,27.466
baseline,AA,unrooted,LG,tree_7,OMP_48,3,18.96,626.352,-87134163.126,19.77,17.624
baseline,AA,unrooted,LG,tree_7,OMP_10,6,61.402,402.499,-87134163.126,19.77,59.837
baseline,AA,unrooted,LG,tree_7,OMP_10,9,38.123,362.541,-87134163.126,19.77,36.853
baseline,AA,unrooted,LG,tree_7,OMP_48,4,14.692,598.457,-87134163.126,19.77,13.249
baseline,AA,unrooted,LG,tree_7,OPENACC,3,30.236,29.857,-87134163.126,19.77,27.381
baseline,AA,unrooted,LG,tree_8,OMP_10,4,38.887,370.974,-81931521.002,18.249,37.562
baseline,AA,unrooted,LG,tree_8,OMP_48,9,18.785,603.819,-81931521.002,18.249,17.2
baseline,AA,unrooted,LG,tree_8,OMP_48,6,13.795,569.299,-81931521.002,18.249,12.407
baseline,AA,unrooted,LG,tree_8,OMP_10,3,37.896,361.907,-81931521.002,18.249,36.659
baseline,AA,unrooted,LG,tree_8,OMP_48,1,15.41,586.575,-81931521.002,18.249,14.207
baseline,AA,unrooted,LG,tree_8,OMP_48,7,14.038,574.766,-81931521.002,18.249,12.692
baseline,AA,unrooted,LG,tree_8,OMP_48,10,18.555,611.411,-81931521.002,18.249,17.127
baseline,AA,unrooted,LG,tree_8,OMP_48,8,13.954,573.804,-81931521.002,18.249,12.585
baseline,AA,unrooted,LG,tree_8,OMP_10,5,35.654,327.883,-81931521.002,18.249,34.446
baseline,AA,unrooted,LG,tree_8,OMP_10,10,38.103,363.808,-81931521.002,18.249,36.9
baseline,AA,unrooted,LG,tree_8,OMP_10,2,40.139,362.43,-81931521.002,18.249,38.45
baseline,AA,unrooted,LG,tree_8,OMP_48,3,14.97,611.082,-81931521.002,18.249,13.588
baseline,AA,unrooted,LG,tree_8,OMP_10,1,38.276,365.173,-81931521.002,18.249,36.998
baseline,AA,unrooted,LG,tree_8,OMP_48,4,14.27,579.076,-81931521.002,18.249,12.856
baseline,AA,unrooted,LG,tree_8,OMP_10,9,37.944,361.937,-81931521.002,18.249,36.685
baseline,AA,unrooted,LG,tree_8,OMP_10,6,60.527,398.711,-81931521.002,18.249,59.15
baseline,AA,unrooted,LG,tree_8,OMP_48,2,18.922,628.19,-81931521.002,18.249,17.534
baseline,AA,unrooted,LG,tree_8,OMP_10,7,37.977,362.873,-81931521.002,18.249,36.751
baseline,AA,unrooted,LG,tree_8,OMP_10,8,36.394,333.41,-81931521.002,18.249,35.094
baseline,AA,unrooted,LG,tree_8,OMP_48,5,19.664,626.131,-81931521.002,18.249,18.292
baseline,AA,unrooted,LG,tree_9,OMP_10,2,50.814,346.104,-82340194.25,18.008,48.839
baseline,AA,unrooted,LG,tree_9,OMP_10,10,30.973,290.676,-82340194.25,18.008,29.698
baseline,AA,unrooted,LG,tree_9,OMP_10,5,29.458,268.383,-82340194.25,18.008,28.183
baseline,AA,unrooted,LG,tree_9,OMP_48,8,12.39,491.031,-82340194.25,18.008,11.007
baseline,AA,unrooted,LG,tree_9,OMP_48,10,11.554,467.275,-82340194.25,18.008,10.166
baseline,AA,unrooted,LG,tree_9,OMP_48,7,12.475,466.09,-82340194.25,18.008,11.091
baseline,AA,unrooted,LG,tree_9,OMP_48,1,11.585,467.075,-82340194.25,18.008,10.215
baseline,AA,unrooted,LG,tree_9,OMP_10,3,30.917,290.491,-82340194.25,18.008,29.689
baseline,AA,unrooted,LG,tree_9,OMP_48,6,12.306,480.555,-82340194.25,18.008,11.052
baseline,AA,unrooted,LG,tree_9,OMP_48,9,14.307,535.914,-82340194.25,18.008,12.896
baseline,AA,unrooted,LG,tree_9,OMP_10,4,31.66,296.897,-82340194.25,18.008,30.323
baseline,AA,unrooted,LG,tree_9,OMP_48,5,12.767,486.355,-82340194.25,18.008,11.556
baseline,AA,unrooted,LG,tree_9,OMP_10,8,29.94,271.946,-82340194.25,18.008,28.634
baseline,AA,unrooted,LG,tree_9,OMP_10,7,30.987,291.289,-82340194.25,18.008,29.748
baseline,AA,unrooted,LG,tree_9,OMP_48,2,12.67,494.05,-82340194.25,18.008,11.421
baseline,AA,unrooted,LG,tree_9,OMP_10,6,29.529,272.013,-82340194.25,18.008,28.131
baseline,AA,unrooted,LG,tree_9,OMP_10,9,30.937,290.696,-82340194.25,18.008,29.718
baseline,AA,unrooted,LG,tree_9,OMP_48,4,12.338,497.661,-82340194.25,18.008,10.927
baseline,AA,unrooted,LG,tree_9,OMP_10,1,31.188,292.979,-82340194.25,18.008,29.928
baseline,AA,unrooted,LG,tree_9,OMP_48,3,12.81,485.363,-82340194.25,18.008,11.582
baseline,DNA,unrooted,GTR,tree_1,OPENACC,1,43.843,43.469,-64343405.643,18.844,41.128
baseline,DNA,unrooted,GTR,tree_1,VANILA,5,114.498,112.354,-64343405.643,18.844,111.898
baseline,DNA,unrooted,GTR,tree_1,OPENACC,9,43.563,43.259,-64343405.643,18.844,40.866
baseline,DNA,unrooted,GTR,tree_1,OPENACC,2,44.485,43.845,-64343405.643,18.844,41.705
baseline,DNA,unrooted,GTR,tree_1,OPENACC,10,45.978,45.534,-64343405.643,18.844,43.012
baseline,DNA,unrooted,GTR,tree_1,OMP_48,8,13.635,443.555,-64343405.643,18.844,12.572
baseline,DNA,unrooted,GTR,tree_1,OMP_48,4,10.838,416.664,-64343405.643,18.844,9.758
baseline,DNA,unrooted,GTR,tree_1,OMP_48,3,14.489,461.341,-64343405.643,18.844,13.358
baseline,DNA,unrooted,GTR,tree_1,OPENACC,5,43.515,43.202,-64343405.643,18.844,40.818
baseline,DNA,unrooted,GTR,tree_1,VANILA,2,121.963,118.636,-64343405.643,18.844,119.104
baseline,DNA,unrooted,GTR,tree_1,OPENACC,6,44.179,43.846,-64343405.643,18.844,41.436
baseline,DNA,unrooted,GTR,tree_1,OMP_10,7,20.319,183.268,-64343405.643,18.844,19.183
baseline,DNA,unrooted,GTR,tree_1,OMP_48,2,13.059,429.008,-64343405.643,18.844,11.867
baseline,DNA,unrooted,GTR,tree_1,OPENACC,3,45.828,45.416,-64343405.643,18.844,42.871
baseline,DNA,unrooted,GTR,tree_1,VANILA,7,116.902,114.463,-64343405.643,18.844,114.244
baseline,DNA,unrooted,GTR,tree_1,OMP_10,6,42.973,289.433,-64343405.643,18.844,40.984
baseline,DNA,unrooted,GTR,tree_1,OPENACC,8,45.419,45.066,-64343405.643,18.844,42.474
baseline,DNA,unrooted,GTR,tree_1,OMP_10,1,26.361,203.759,-64343405.643,18.844,24.647
baseline,DNA,unrooted,GTR,tree_1,VANILA,10,121.487,119.167,-64343405.643,18.844,118.619
baseline,DNA,unrooted,GTR,tree_1,OPENACC,7,44.862,44.503,-64343405.643,18.844,42.004
baseline,DNA,unrooted,GTR,tree_1,OMP_48,10,9.97,417.189,-64343405.643,18.844,8.96
baseline,DNA,unrooted,GTR,tree_1,OPENACC,4,45.875,45.504,-64343405.643,18.844,42.975
baseline,DNA,unrooted,GTR,tree_1,OMP_48,9,12.684,426.491,-64343405.643,18.844,11.617
baseline,DNA,unrooted,GTR,tree_1,VANILA,8,116.841,114.036,-64343405.643,18.844,114.187
baseline,DNA,unrooted,GTR,tree_1,OMP_48,5,14.251,545.016,-64343405.643,18.844,13.154
baseline,DNA,unrooted,GTR,tree_1,OPENACC,5,43.823,43.503,-64343405.643,18.844,41.071
baseline,DNA,unrooted,GTR,tree_1,VANILA,9,117.109,115.042,-64343405.643,18.844,114.314
baseline,DNA,unrooted,GTR,tree_1,VANILA,1,111.904,109.954,-64343405.643,18.844,109.419
baseline,DNA,unrooted,GTR,tree_1,OPENACC,6,45.479,45.056,-64343405.643,18.844,42.597
baseline,DNA,unrooted,GTR,tree_1,OMP_10,4,27.228,262.371,-64343405.643,18.844,26.182
baseline,DNA,unrooted,GTR,tree_1,OMP_10,8,24.51,235.673,-64343405.643,18.844,23.446
baseline,DNA,unrooted,GTR,tree_1,OPENACC,9,46.073,45.692,-64343405.643,18.844,43.119
baseline,DNA,unrooted,GTR,tree_1,OMP_10,3,24.625,236.233,-64343405.643,18.844,23.565
baseline,DNA,unrooted,GTR,tree_1,OPENACC,1,44.045,43.681,-64343405.643,18.844,41.247
baseline,DNA,unrooted,GTR,tree_1,VANILA,6,123.919,121.702,-64343405.643,18.844,120.951
baseline,DNA,unrooted,GTR,tree_1,OMP_48,7,13.701,451.593,-64343405.643,18.844,12.609
baseline,DNA,unrooted,GTR,tree_1,OPENACC,2,44.301,43.959,-64343405.643,18.844,41.547
baseline,DNA,unrooted,GTR,tree_1,OMP_10,10,28.821,275.277,-64343405.643,18.844,27.748
baseline,DNA,unrooted,GTR,tree_1,OPENACC,7,44.851,44.488,-64343405.643,18.844,41.998
baseline,DNA,unrooted,GTR,tree_1,OMP_10,2,24.835,236.96,-64343405.643,18.844,23.778
baseline,DNA,unrooted,GTR,tree_1,VANILA,3,119.757,117.066,-64343405.643,18.844,116.968
baseline,DNA,unrooted,GTR,tree_1,OPENACC,4,43.995,43.638,-64343405.643,18.844,41.252
baseline,DNA,unrooted,GTR,tree_1,OMP_48,6,12.626,423.313,-64343405.643,18.844,11.546
baseline,DNA,unrooted,GTR,tree_1,OPENACC,3,44.346,44.028,-64343405.643,18.844,41.59
baseline,DNA,unrooted,GTR,tree_1,OMP_48,1,9.998,419.935,-64343405.643,18.844,8.918
baseline,DNA,unrooted,GTR,tree_1,VANILA,4,115.847,113.587,-64343405.643,18.844,113.233
baseline,DNA,unrooted,GTR,tree_1,OPENACC,10,43.75,43.4,-64343405.643,18.844,40.995
baseline,DNA,unrooted,GTR,tree_1,OMP_10,5,28.595,275.816,-64343405.643,18.844,27.489
baseline,DNA,unrooted,GTR,tree_1,OMP_10,9,24.796,238.791,-64343405.643,18.844,23.739
baseline,DNA,unrooted,GTR,tree_1,OPENACC,8,45.174,44.787,-64343405.643,18.844,42.321
baseline,DNA,unrooted,GTR,tree_10,OMP_48,5,13.094,445.891,-68972398.54,20.7,11.939
baseline,DNA,unrooted,GTR,tree_10,OMP_10,2,39.012,364.374,-68972398.54,20.7,37.933
baseline,DNA,unrooted,GTR,tree_10,OMP_10,7,36.245,328.819,-68972398.54,20.7,35.049
baseline,DNA,unrooted,GTR,tree_10,OMP_10,8,38.547,360.527,-68972398.54,20.7,37.483
baseline,DNA,unrooted,GTR,tree_10,OMP_10,6,38.551,337.515,-68972398.54,20.7,36.978
baseline,DNA,unrooted,GTR,tree_10,OMP_48,1,10.547,442.92,-68972398.54,20.7,9.448
baseline,DNA,unrooted,GTR,tree_10,OMP_48,4,11.194,413.851,-68972398.54,20.7,10.253
baseline,DNA,unrooted,GTR,tree_10,OMP_10,3,40.624,380.762,-68972398.54,20.7,39.511
baseline,DNA,unrooted,GTR,tree_10,OMP_10,9,41.485,388.854,-68972398.54,20.7,40.413
baseline,DNA,unrooted,GTR,tree_10,OMP_48,8,10.318,435.741,-68972398.54,20.7,9.293
baseline,DNA,unrooted,GTR,tree_10,OMP_48,7,12.943,441.684,-68972398.54,20.7,11.815
baseline,DNA,unrooted,GTR,tree_10,OMP_48,2,12.61,440.422,-68972398.54,20.7,11.491
baseline,DNA,unrooted,GTR,tree_10,OMP_10,5,38.482,359.098,-68972398.54,20.7,37.403
baseline,DNA,unrooted,GTR,tree_10,OMP_48,10,10.173,425.778,-68972398.54,20.7,9.045
baseline,DNA,unrooted,GTR,tree_10,OMP_48,9,13.253,437.773,-68972398.54,20.7,12.128
baseline,DNA,unrooted,GTR,tree_10,OMP_10,10,38.358,357.566,-68972398.54,20.7,37.316
baseline,DNA,unrooted,GTR,tree_10,OMP_48,3,14.06,463.299,-68972398.54,20.7,12.91
baseline,DNA,unrooted,GTR,tree_10,OMP_10,4,40.158,375.808,-68972398.54,20.7,39.1
baseline,DNA,unrooted,GTR,tree_10,OMP_10,1,47.71,390.791,-68972398.54,20.7,46.076
baseline,DNA,unrooted,GTR,tree_10,OMP_48,6,10.475,437.818,-68972398.54,20.7,9.401
baseline,DNA,unrooted,GTR,tree_2,OPENACC,6,49.606,49.237,-66217786.827,19.418,46.851
baseline,DNA,unrooted,GTR,tree_2,OMP_48,8,14.38,475.95,-66217786.827,19.418,13.247
baseline,DNA,unrooted,GTR,tree_2,OMP_48,4,12.551,425.892,-66217786.827,19.418,11.479
baseline,DNA,unrooted,GTR,tree_2,VANILA,2,125.625,122.464,-66217786.827,19.418,122.821
baseline,DNA,unrooted,GTR,tree_2,OPENACC,5,49.003,48.693,-66217786.827,19.418,46.316
baseline,DNA,unrooted,GTR,tree_2,OMP_10,7,19.84,179.001,-66217786.827,19.418,18.784
baseline,DNA,unrooted,GTR,tree_2,OPENACC,10,51.685,51.298,-66217786.827,19.418,48.792
baseline,DNA,unrooted,GTR,tree_2,OPENACC,2,49.578,49.231,-66217786.827,19.418,46.83
baseline,DNA,unrooted,GTR,tree_2,VANILA,5,119.774,117.455,-66217786.827,19.418,117.17
baseline,DNA,unrooted,GTR,tree_2,OPENACC,9,49.492,49.181,-66217786.827,19.418,46.727
baseline,DNA,unrooted,GTR,tree_2,OMP_48,3,12.517,427.201,-66217786.827,19.418,11.374
baseline,DNA,unrooted,GTR,tree_2,OPENACC,1,49.727,49.36,-66217786.827,19.418,46.93
baseline,DNA,unrooted,GTR,tree_2,OPENACC,4,52.154,51.745,-66217786.827,19.418,49.207
baseline,DNA,unrooted,GTR,tree_2,OMP_10,6,37.932,288.393,-66217786.827,19.418,36.263
baseline,DNA,unrooted,GTR,tree_2,VANILA,8,122.994,120.164,-66217786.827,19.418,120.329
baseline,DNA,unrooted,GTR,tree_2,OPENACC,7,49.682,49.348,-66217786.827,19.418,46.959
baseline,DNA,unrooted,GTR,tree_2,VANILA,10,131.054,128.516,-66217786.827,19.418,128.078
baseline,DNA,unrooted,GTR,tree_2,OMP_48,2,15.022,479.066,-66217786.827,19.418,13.79
baseline,DNA,unrooted,GTR,tree_2,OMP_48,9,12.725,427.082,-66217786.827,19.418,11.671
baseline,DNA,unrooted,GTR,tree_2,OMP_48,5,13.132,427.512,-66217786.827,19.418,12.111
baseline,DNA,unrooted,GTR,tree_2,OPENACC,8,51.323,50.907,-66217786.827,19.418,48.441
baseline,DNA,unrooted,GTR,tree_2,OMP_48,10,12.964,437.068,-66217786.827,19.418,11.806
baseline,DNA,unrooted,GTR,tree_2,VANILA,7,123.024,120.509,-66217786.827,19.418,120.281
baseline,DNA,unrooted,GTR,tree_2,OMP_10,1,25.485,208.423,-66217786.827,19.418,23.987
baseline,DNA,unrooted,GTR,tree_2,OPENACC,3,51.327,50.962,-66217786.827,19.418,48.447
baseline,DNA,unrooted,GTR,tree_2,OPENACC,2,50.324,49.931,-66217786.827,19.418,47.496
baseline,DNA,unrooted,GTR,tree_2,VANILA,6,131.492,129.188,-66217786.827,19.418,128.554
baseline,DNA,unrooted,GTR,tree_2,OMP_10,4,28.015,269.326,-66217786.827,19.418,26.946
baseline,DNA,unrooted,GTR,tree_2,OMP_10,8,25.893,249.045,-66217786.827,19.418,24.865
baseline,DNA,unrooted,GTR,tree_2,OPENACC,1,49.676,49.335,-66217786.827,19.418,46.9
baseline,DNA,unrooted,GTR,tree_2,OPENACC,9,51.108,50.709,-66217786.827,19.418,48.213
baseline,DNA,unrooted,GTR,tree_2,OPENACC,6,51.679,51.281,-66217786.827,19.418,48.777
baseline,DNA,unrooted,GTR,tree_2,OMP_48,7,10.056,420.153,-66217786.827,19.418,8.967
baseline,DNA,unrooted,GTR,tree_2,OMP_10,3,26.22,252.412,-66217786.827,19.418,25.229
baseline,DNA,unrooted,GTR,tree_2,VANILA,1,119.74,117.54,-66217786.827,19.418,117.186
baseline,DNA,unrooted,GTR,tree_2,OPENACC,5,49.189,48.878,-66217786.827,19.418,46.507
baseline,DNA,unrooted,GTR,tree_2,VANILA,9,124.191,122.06,-66217786.827,19.418,121.39
baseline,DNA,unrooted,GTR,tree_2,VANILA,4,122.027,119.746,-66217786.827,19.418,119.418
baseline,DNA,unrooted,GTR,tree_2,OPENACC,8,50.44,50.102,-66217786.827,19.418,47.667
baseline,DNA,unrooted,GTR,tree_2,OMP_48,6,10.362,434.822,-66217786.827,19.418,9.295
baseline,DNA,unrooted,GTR,tree_2,OPENACC,10,49.553,49.234,-66217786.827,19.418,46.823
baseline,DNA,unrooted,GTR,tree_2,OMP_10,2,27.134,261.095,-66217786.827,19.418,26.059
baseline,DNA,unrooted,GTR,tree_2,OPENACC,3,50.446,50.104,-66217786.827,19.418,47.66
baseline,DNA,unrooted,GTR,tree_2,OMP_10,10,28.382,272.274,-66217786.827,19.418,27.246
baseline,DNA,unrooted,GTR,tree_2,OMP_10,5,27.569,265.347,-66217786.827,19.418,26.5
baseline,DNA,unrooted,GTR,tree_2,OPENACC,4,49.488,49.151,-66217786.827,19.418,46.735
baseline,DNA,unrooted,GTR,tree_2,OMP_10,9,26.142,251.676,-66217786.827,19.418,25.107
baseline,DNA,unrooted,GTR,tree_2,OMP_48,1,13.313,436.571,-66217786.827,19.418,12.143
baseline,DNA,unrooted,GTR,tree_2,VANILA,3,123.288,120.475,-66217786.827,19.418,120.484
baseline,DNA,unrooted,GTR,tree_2,OPENACC,7,50.887,50.518,-66217786.827,19.418,48.016
baseline,DNA,unrooted,GTR,tree_3,OPENACC,4,43.907,43.602,-66775543.576,19.731,41.208
baseline,DNA,unrooted,GTR,tree_3,OMP_48,4,15.76,543.046,-66775543.576,19.731,14.68
baseline,DNA,unrooted,GTR,tree_3,OMP_48,8,13.186,555.966,-66775543.576,19.731,12.119
baseline,DNA,unrooted,GTR,tree_3,OPENACC,7,44.818,44.397,-66775543.576,19.731,41.922
baseline,DNA,unrooted,GTR,tree_3,VANILA,3,119.721,116.938,-66775543.576,19.731,117.145
baseline,DNA,unrooted,GTR,tree_3,VANILA,4,116.044,113.813,-66775543.576,19.731,113.432
baseline,DNA,unrooted,GTR,tree_3,OPENACC,8,44.914,44.551,-66775543.576,19.731,42.066
baseline,DNA,unrooted,GTR,tree_3,OPENACC,10,43.796,43.44,-66775543.576,19.731,41.138
baseline,DNA,unrooted,GTR,tree_3,OMP_10,7,20.105,179.318,-66775543.576,19.731,19.031
baseline,DNA,unrooted,GTR,tree_3,OMP_48,3,15.879,542.196,-66775543.576,19.731,14.682
baseline,DNA,unrooted,GTR,tree_3,OPENACC,3,44.29,43.936,-66775543.576,19.731,41.533
baseline,DNA,unrooted,GTR,tree_3,OPENACC,6,45.617,45.179,-66775543.576,19.731,42.682
baseline,DNA,unrooted,GTR,tree_3,OMP_10,6,45.15,285.122,-66775543.576,19.731,43.244
baseline,DNA,unrooted,GTR,tree_3,OPENACC,5,43.886,43.539,-66775543.576,19.731,41.131
baseline,DNA,unrooted,GTR,tree_3,OMP_48,2,16.179,554.45,-66775543.576,19.731,15.107
baseline,DNA,unrooted,GTR,tree_3,VANILA,9,115.804,113.776,-66775543.576,19.731,113.107
baseline,DNA,unrooted,GTR,tree_3,VANILA,1,112.589,110.648,-66775543.576,19.731,110.105
baseline,DNA,unrooted,GTR,tree_3,OMP_48,10,13.135,540.713,-66775543.576,19.731,12.035
baseline,DNA,unrooted,GTR,tree_3,VANILA,6,121.315,119.159,-66775543.576,19.731,118.773
baseline,DNA,unrooted,GTR,tree_3,OMP_48,5,13.189,530.778,-66775543.576,19.731,12.249
baseline,DNA,unrooted,GTR,tree_3,OMP_48,9,13.24,556.815,-66775543.576,19.731,12.1
baseline,DNA,unrooted,GTR,tree_3,OPENACC,2,44.214,43.856,-66775543.576,19.731,41.444
baseline,DNA,unrooted,GTR,tree_3,OMP_10,1,24.725,201.431,-66775543.576,19.731,22.975
baseline,DNA,unrooted,GTR,tree_3,OPENACC,9,45.293,44.927,-66775543.576,19.731,42.415
baseline,DNA,unrooted,GTR,tree_3,OPENACC,1,43.834,43.467,-66775543.576,19.731,41.076
baseline,DNA,unrooted,GTR,tree_3,OMP_10,8,24.965,239.117,-66775543.576,19.731,23.932
baseline,DNA,unrooted,GTR,tree_3,OMP_10,4,28.071,268.687,-66775543.576,19.731,26.909
baseline,DNA,unrooted,GTR,tree_3,OPENACC,8,45.331,44.923,-66775543.576,19.731,42.461
baseline,DNA,unrooted,GTR,tree_3,OPENACC,3,45.403,45.014,-66775543.576,19.731,42.451
baseline,DNA,unrooted,GTR,tree_3,VANILA,7,117.089,114.829,-66775543.576,19.731,114.324
baseline,DNA,unrooted,GTR,tree_3,OMP_48,7,13.274,542.969,-66775543.576,19.731,12.245
baseline,DNA,unrooted,GTR,tree_3,OPENACC,4,46.076,45.62,-66775543.576,19.731,43.081
baseline,DNA,unrooted,GTR,tree_3,VANILA,8,117.032,114.246,-66775543.576,19.731,114.374
baseline,DNA,unrooted,GTR,tree_3,VANILA,10,128.388,125.023,-66775543.576,19.731,124.429
baseline,DNA,unrooted,GTR,tree_3,OMP_10,3,24.932,239.263,-66775543.576,19.731,23.944
baseline,DNA,unrooted,GTR,tree_3,OPENACC,7,44.283,43.928,-66775543.576,19.731,41.464
baseline,DNA,unrooted,GTR,tree_3,OPENACC,10,45.674,45.282,-66775543.576,19.731,42.755
baseline,DNA,unrooted,GTR,tree_3,OMP_48,6,15.642,535.887,-66775543.576,19.731,14.47
baseline,DNA,unrooted,GTR,tree_3,OPENACC,2,43.99,43.635,-66775543.576,19.731,41.237
baseline,DNA,unrooted,GTR,tree_3,OPENACC,1,43.731,43.417,-66775543.576,19.731,41.038
baseline,DNA,unrooted,GTR,tree_3,OMP_10,10,25.901,246.31,-66775543.576,19.731,24.812
baseline,DNA,unrooted,GTR,tree_3,VANILA,5,114.248,112.074,-66775543.576,19.731,111.618
baseline,DNA,unrooted,GTR,tree_3,OPENACC,9,43.888,43.566,-66775543.576,19.731,41.122
baseline,DNA,unrooted,GTR,tree_3,OMP_10,2,25.808,247.371,-66775543.576,19.731,24.71
baseline,DNA,unrooted,GTR,tree_3,OMP_10,9,26.928,259.065,-66775543.576,19.731,25.886
baseline,DNA,unrooted,GTR,tree_3,OMP_10,5,27.635,265.477,-66775543.576,19.731,26.547
baseline,DNA,unrooted,GTR,tree_3,VANILA,2,121.214,118.078,-66775543.576,19.731,118.504
baseline,DNA,unrooted,GTR,tree_3,OPENACC,6,44.496,44.04,-66775543.576,19.731,41.599
baseline,DNA,unrooted,GTR,tree_3,OMP_48,1,13.808,569.261,-66775543.576,19.731,12.663
baseline,DNA,unrooted,GTR,tree_3,OPENACC,5,43.421,43.108,-66775543.576,19.731,40.744
baseline,DNA,unrooted,GTR,tree_4,OMP_48,3,21.533,796.544,-68796842.673,20.6,20.47
baseline,DNA,unrooted,GTR,tree_4,VANILA,7,170.336,167.725,-68796842.673,20.6,167.626
baseline,DNA,unrooted,GTR,tree_4,OPENACC,3,62.612,62.201,-68796842.673,20.6,59.688
baseline,DNA,unrooted,GTR,tree_4,OPENACC,8,62.142,61.805,-68796842.673,20.6,59.292
baseline,DNA,unrooted,GTR,tree_4,OMP_10,7,44.442,410.913,-68796842.673,20.6,43.216
baseline,DNA,unrooted,GTR,tree_4,OPENACC,7,60.794,60.45,-68796842.673,20.6,58.034
baseline,DNA,unrooted,GTR,tree_4,VANILA,10,177.733,174.907,-68796842.673,20.6,174.731
baseline,DNA,unrooted,GTR,tree_4,VANILA,8,169.935,166.688,-68796842.673,20.6,167.282
baseline,DNA,unrooted,GTR,tree_4,OPENACC,4,63.408,63.011,-68796842.673,20.6,60.487
baseline,DNA,unrooted,GTR,tree_4,OMP_48,4,21.201,746.913,-68796842.673,20.6,20.071
baseline,DNA,unrooted,GTR,tree_4,OMP_48,8,21.308,775.052,-68796842.673,20.6,20.216
baseline,DNA,unrooted,GTR,tree_4,OPENACC,9,60.502,60.186,-68796842.673,20.6,57.78
baseline,DNA,unrooted,GTR,tree_4,OMP_10,1,54.355,458.452,-68796842.673,20.6,52.707
