file,datatype,sim_model,taxa,sites,build,inference_model,status,host,wall_total_s,wall_tree_s,best_logL,energy_cpu_J,energy_gpu_J,gpu_mem_peak_MB,gpu_mem_delta_MB,cpu_mem_peak_MB,logL_ref,delta_logL,rel_diff
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_1000000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-R2_100taxa_1000000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_1000000_aa_iqtree.log,AA,LG+I+G4,100,1000000,cudajolt_H200,LG+R2,COMPLETE,gadi-gpu-h200-0023.gadi.nci.org.au,473.567,0.0,-79416820.101,,,,,,-79416820.101,0.0,0.0
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_1000000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-R3_100taxa_1000000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_1000000_aa_iqtree.log,AA,LG+I+G4,100,1000000,cudajolt_H200,LG+R3,COMPLETE,gadi-gpu-h200-0016.gadi.nci.org.au,952.239,0.0,-78689265.312,,,,,,-78689265.312,0.0,0.0
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_1000000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-R4_100taxa_1000000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_1000000_aa_iqtree.log,AA,LG+I+G4,100,1000000,cudajolt_H200,LG+R4,COMPLETE,gadi-gpu-h200-0018.gadi.nci.org.au,650.881,0.0,-78605195.807,,,,,,-78605195.807,0.0,0.0
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_1000000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-R5_100taxa_1000000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_1000000_aa_iqtree.log,AA,LG+I+G4,100,1000000,cudajolt_H200,LG+R5,COMPLETE,gadi-gpu-h200-0004.gadi.nci.org.au,9777.13,0.0,-78605224.013,,,,,,-78605224.013,0.0,0.0
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_1000000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-R6_100taxa_1000000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_1000000_aa_iqtree.log,AA,LG+I+G4,100,1000000,cudajolt_H200,LG+R6,COMPLETE,gadi-gpu-h200-0001.gadi.nci.org.au,12363.881,0.0,-78605217.649,,,,,,-78605217.849,0.20000000298023224,2.5443603930267155e-09
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_1000000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-R7_100taxa_1000000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_1000000_aa_iqtree.log,AA,LG+I+G4,100,1000000,cudajolt_H200,LG+R7,COMPLETE,gadi-gpu-h200-0016.gadi.nci.org.au,11126.489,0.0,-78605221.469,,,,,,-78605221.541,0.07199999690055847,9.159696453880449e-10
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_1000000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG_100taxa_1000000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_1000000_aa_iqtree.log,AA,LG+I+G4,100,1000000,cudajolt_H200,LG,COMPLETE,gadi-gpu-h200-0003.gadi.nci.org.au,13.344,0.0,-83153299.507,,,,,,-83153299.507,0.0,0.0
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_1000000_iqtree3_AA_OPENACC_H200_LG-G4_100taxa_1000000len_modelwise_te_OPENACC_run1_tree_1_1000000_aa_iqtree.log,AA,LG+I+G4,100,1000000,openACC_H200,LG+G4,COMPLETE,gadi-gpu-h200-0008.gadi.nci.org.au,27.619,0.005,-78605196.52,10497.332,9864.737,61050.688,60176.0,2359.449,-78605196.52,0.0,0.0
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_1000000_iqtree3_AA_OPENACC_H200_LG-I-G4_100taxa_1000000len_modelwise_te_OPENACC_run1_tree_1_1000000_aa_iqtree.log,AA,LG+I+G4,100,1000000,openACC_H200,LG+I+G4,COMPLETE,gadi-gpu-h200-0021.gadi.nci.org.au,3826.138,0.01,-78605196.526,1001455.919,1863880.153,61050.688,60176.0,2359.238,-78605196.526,0.0,0.0
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_1000000_iqtree3_AA_OPENACC_H200_LG-I-R1_100taxa_1000000len_modelwise_te_OPENACC_run1_tree_1_1000000_aa_iqtree.log,AA,LG+I+G4,100,1000000,openACC_H200,LG+I+R1,COMPLETE,gadi-gpu-h200-0006.gadi.nci.org.au,9.36,0.007,-709782712.9,4550.496,3150.376,18890.688,18016.0,2345.066,-82958960.162,-626823752.7379999,-7.555829430768606
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_1000000_iqtree3_AA_OPENACC_H200_LG-I-R2_100taxa_1000000len_modelwise_te_OPENACC_run1_tree_1_1000000_aa_iqtree.log,AA,LG+I+G4,100,1000000,openACC_H200,LG+I+R2,COMPLETE,gadi-gpu-h200-0027.gadi.nci.org.au,47.391,0.004,-79375591.945,15634.082,19291.751,33598.688,32724.0,2354.461,-79375591.945,0.0,0.0
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_1000000_iqtree3_AA_OPENACC_H200_LG-I-R3_100taxa_1000000len_modelwise_te_OPENACC_run1_tree_1_1000000_aa_iqtree.log,AA,LG+I+G4,100,1000000,openACC_H200,LG+I+R3,COMPLETE,gadi-gpu-h200-0005.gadi.nci.org.au,49.735,0.004,-78686194.513,20895.869,20519.858,48298.688,47424.0,2368.852,-78686194.513,0.0,0.0
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_1000000_iqtree3_AA_OPENACC_H200_LG-I-R4_100taxa_1000000len_modelwise_te_OPENACC_run1_tree_1_1000000_aa_iqtree.log,AA,LG+I+G4,100,1000000,openACC_H200,LG+I+R4,COMPLETE,gadi-gpu-h200-0002.gadi.nci.org.au,492.569,0.004,-78605197.696,128946.135,223761.394,62788.688,61914.0,2374.977,-78605197.696,0.0,0.0
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_1000000_iqtree3_AA_OPENACC_H200_LG-I-R5_100taxa_1000000len_modelwise_te_OPENACC_run1_tree_1_1000000_aa_iqtree.log,AA,LG+I+G4,100,1000000,openACC_H200,LG+I+R5,COMPLETE,gadi-gpu-h200-0002.gadi.nci.org.au,466.9474599361,0.003757,-78605223.99511862,118510.626,223733.409,77710.688,76836.0,2371.047,-78605223.99511835,-2.682209014892578e-07,-3.4122528740063797e-15
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_1000000_iqtree3_AA_OPENACC_H200_LG-I-R7_100taxa_1000000len_modelwise_te_OPENACC_run1_tree_1_1000000_aa_iqtree.log,AA,LG+I+G4,100,1000000,openACC_H200,LG+I+R7,COMPLETE,gadi-gpu-h200-0023.gadi.nci.org.au,585.558,0.004,-78605220.476,212641.448,284642.311,107548.688,106674.0,2403.023,-78605221.579,1.1030000001192093,1.403214669410568e-08
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_1000000_iqtree3_AA_OPENACC_H200_LG-I_100taxa_1000000len_modelwise_te_OPENACC_run1_tree_1_1000000_aa_iqtree.log,AA,LG+I+G4,100,1000000,openACC_H200,LG+I,COMPLETE,gadi-gpu-h200-0021.gadi.nci.org.au,20.501,0.008,-82958960.162,7768.813,7813.673,17152.688,16278.0,2330.074,-82958960.162,0.0,0.0
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_1000000_iqtree3_AA_OPENACC_H200_LG-R1_100taxa_1000000len_modelwise_te_OPENACC_run1_tree_1_1000000_aa_iqtree.log,AA,LG+I+G4,100,1000000,openACC_H200,LG+R1,COMPLETE,gadi-gpu-h200-0006.gadi.nci.org.au,10.233,0.008,-83153299.507,4930.618,3556.413,17152.688,16278.0,2329.965,-83153299.507,0.0,0.0
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_1000000_iqtree3_AA_OPENACC_H200_LG-R2_100taxa_1000000len_modelwise_te_OPENACC_run1_tree_1_1000000_aa_iqtree.log,AA,LG+I+G4,100,1000000,openACC_H200,LG+R2,COMPLETE,gadi-gpu-h200-0015.gadi.nci.org.au,42.862,0.01,-79416820.101,19602.561,16832.332,33598.688,32724.0,2354.469,-79416820.101,0.0,0.0
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_1000000_iqtree3_AA_OPENACC_H200_LG-R3_100taxa_1000000len_modelwise_te_OPENACC_run1_tree_1_1000000_aa_iqtree.log,AA,LG+I+G4,100,1000000,openACC_H200,LG+R3,COMPLETE,gadi-gpu-h200-0022.gadi.nci.org.au,51.094,0.018,-78689265.312,15001.184,20963.739,48298.688,47424.0,2368.871,-78689265.312,0.0,0.0
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_1000000_iqtree3_AA_OPENACC_H200_LG-R4_100taxa_1000000len_modelwise_te_OPENACC_run1_tree_1_1000000_aa_iqtree.log,AA,LG+I+G4,100,1000000,openACC_H200,LG+R4,COMPLETE,gadi-gpu-h200-0006.gadi.nci.org.au,36.779,0.006,-78605195.807,11536.544,13763.971,62788.688,61914.0,2374.465,-78605195.807,0.0,0.0
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_1000000_iqtree3_AA_OPENACC_H200_LG-R5_100taxa_1000000len_modelwise_te_OPENACC_run1_tree_1_1000000_aa_iqtree.log,AA,LG+I+G4,100,1000000,openACC_H200,LG+R5,COMPLETE,gadi-gpu-h200-0005.gadi.nci.org.au,486.951,0.017,-78605224.013,170415.157,234220.052,77710.688,76836.0,2370.938,-78605224.013,0.0,0.0
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_1000000_iqtree3_AA_OPENACC_H200_LG-R6_100taxa_1000000len_modelwise_te_OPENACC_run1_tree_1_1000000_aa_iqtree.log,AA,LG+I+G4,100,1000000,openACC_H200,LG+R6,COMPLETE,gadi-gpu-h200-0005.gadi.nci.org.au,633.76,0.008,-78605217.825,227123.974,308334.957,92630.688,91756.0,2370.969,-78605217.849,0.024000003933906555,3.053232926599144e-10
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_1000000_iqtree3_AA_OPENACC_H200_LG-R7_100taxa_1000000len_modelwise_te_OPENACC_run1_tree_1_1000000_aa_iqtree.log,AA,LG+I+G4,100,1000000,openACC_H200,LG+R7,COMPLETE,gadi-gpu-h200-0004.gadi.nci.org.au,585.208,0.007,-78605221.885,148081.043,283693.987,107548.688,106674.0,2402.883,-78605221.541,-0.3440000116825104,-4.376299753866632e-09
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_1000000_iqtree3_AA_OPENACC_H200_LG_100taxa_1000000len_modelwise_te_OPENACC_run1_tree_1_1000000_aa_iqtree.log,AA,LG+I+G4,100,1000000,openACC_H200,LG,COMPLETE,gadi-gpu-h200-0021.gadi.nci.org.au,9.737,0.006,-83153299.507,4960.605,3265.983,17152.688,16278.0,2330.148,-83153299.507,0.0,0.0
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_10000000_iqtree3_AA_INTEL_VANILA_OMP104_LG-G4_100taxa_10000000len_modelwise_te_aa.log,AA,LG+I+G4,100,10000000,cpu_OMP_104,LG+G4,COMPLETE,gadi-cpu-spr-0571.gadi.nci.org.au,526.019,0.0,-782587989.192,393448.848,,,,326644.078,-782587989.192,0.0,0.0
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_10000000_iqtree3_AA_INTEL_VANILA_OMP104_LG-I-G4_100taxa_10000000len_modelwise_te_aa.log,AA,LG+I+G4,100,10000000,cpu_OMP_104,LG+I+G4,COMPLETE,gadi-cpu-spr-0288.gadi.nci.org.au,95940.435,0.001,-782587989.206,64954773.778,,,,326930.332,-782587989.206,0.0,0.0
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_10000000_iqtree3_AA_INTEL_VANILA_OMP104_LG-I-R1_100taxa_10000000len_modelwise_te_aa.log,AA,LG+I+G4,100,10000000,cpu_OMP_104,LG+I+R1,COMPLETE,gadi-cpu-spr-0019.gadi.nci.org.au,165.745,0.0,-825762690.314,161510.387,,,,313739.469,-825762690.314,0.0,0.0
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_10000000_iqtree3_AA_INTEL_VANILA_OMP104_LG-I-R2_100taxa_10000000len_modelwise_te_aa.log,AA,LG+I+G4,100,10000000,cpu_OMP_104,LG+I+R2,COMPLETE,gadi-cpu-spr-0661.gadi.nci.org.au,1160.38,0.001,-790171808.176,783798.189,,,,453591.859,-790171808.176,0.0,0.0
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_10000000_iqtree3_AA_INTEL_VANILA_OMP104_LG-I-R3_100taxa_10000000len_modelwise_te_aa.log,AA,LG+I+G4,100,10000000,cpu_OMP_104,LG+I+R3,COMPLETE,gadi-cpu-spr-0022.gadi.nci.org.au,1610.226,0.001,-783373117.155,1056394.342,,,,470275.523,-783373117.155,0.0,0.0
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_10000000_iqtree3_AA_INTEL_VANILA_OMP104_LG-I-R4_100taxa_10000000len_modelwise_te_aa.log,AA,LG+I+G4,100,10000000,cpu_OMP_104,LG+I+R4,COMPLETE,gadi-cpu-spr-0572.gadi.nci.org.au,13763.172,0.001,-782588019.921,9105697.11,,,,466993.676,-782588019.921,0.0,0.0
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_10000000_iqtree3_AA_INTEL_VANILA_OMP104_LG-I-R5_100taxa_10000000len_modelwise_te_aa.log,AA,LG+I+G4,100,10000000,cpu_OMP_104,LG+I+R5,COMPLETE,gadi-cpu-spr-0575.gadi.nci.org.au,14656.322,0.001,-782588252.922,9675310.284,,,,462982.652,-782588252.922,0.0,0.0
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_10000000_iqtree3_AA_INTEL_VANILA_OMP104_LG-I-R6_100taxa_10000000len_modelwise_te_aa.log,AA,LG+I+G4,100,10000000,cpu_OMP_104,LG+I+R6,COMPLETE,gadi-cpu-spr-0705.gadi.nci.org.au,17560.1339249611,0.0005290508,-782588199.1949732,11658530.63,,,,461164.402,-782588199.1949732,0.0,0.0
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_10000000_iqtree3_AA_INTEL_VANILA_OMP104_LG-I-R7_100taxa_10000000len_modelwise_te_aa.log,AA,LG+I+G4,100,10000000,cpu_OMP_104,LG+I+R7,COMPLETE,gadi-cpu-spr-0707.gadi.nci.org.au,32833.8217999935,0.0058789253,-782588260.525994,21747208.059,,,,459137.75,-782588260.525994,0.0,0.0
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_10000000_iqtree3_AA_INTEL_VANILA_OMP104_LG-I_100taxa_10000000len_modelwise_te_aa.log,AA,LG+I+G4,100,10000000,cpu_OMP_104,LG+I,COMPLETE,gadi-cpu-spr-0197.gadi.nci.org.au,497.72,0.0,-825762690.315,342907.101,,,,173397.434,-825762690.315,0.0,0.0
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_10000000_iqtree3_AA_INTEL_VANILA_OMP104_LG-R1_100taxa_10000000len_modelwise_te_aa.log,AA,LG+I+G4,100,10000000,cpu_OMP_104,LG+R1,COMPLETE,gadi-cpu-spr-0572.gadi.nci.org.au,133.713,0.0,-827775381.071,127524.18,,,,173397.512,-827775381.071,0.0,0.0
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_10000000_iqtree3_AA_INTEL_VANILA_OMP104_LG-R2_100taxa_10000000len_modelwise_te_aa.log,AA,LG+I+G4,100,10000000,cpu_OMP_104,LG+R2,COMPLETE,gadi-cpu-spr-0398.gadi.nci.org.au,1182.778,0.001,-790602381.657,787309.052,,,,453567.801,-790602381.657,0.0,0.0
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_10000000_iqtree3_AA_INTEL_VANILA_OMP104_LG-R3_100taxa_10000000len_modelwise_te_aa.log,AA,LG+I+G4,100,10000000,cpu_OMP_104,LG+R3,COMPLETE,gadi-cpu-spr-0397.gadi.nci.org.au,1332.781,0.0,-783405092.745,931871.588,,,,470278.309,-783405092.745,0.0,0.0
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_10000000_iqtree3_AA_INTEL_VANILA_OMP104_LG-R4_100taxa_10000000len_modelwise_te_aa.log,AA,LG+I+G4,100,10000000,cpu_OMP_104,LG+R4,COMPLETE,gadi-cpu-spr-0702.gadi.nci.org.au,802.859,0.001,-782587988.958,521783.199,,,,466995.555,-782587988.958,0.0,0.0
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_10000000_iqtree3_AA_INTEL_VANILA_OMP104_LG-R5_100taxa_10000000len_modelwise_te_aa.log,AA,LG+I+G4,100,10000000,cpu_OMP_104,LG+R5,COMPLETE,gadi-cpu-spr-0451.gadi.nci.org.au,12640.271,0.001,-782588323.75,8484046.342,,,,462842.508,-782588323.75,0.0,0.0
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_10000000_iqtree3_AA_INTEL_VANILA_OMP104_LG-R6_100taxa_10000000len_modelwise_te_aa.log,AA,LG+I+G4,100,10000000,cpu_OMP_104,LG+R6,COMPLETE,gadi-cpu-spr-0706.gadi.nci.org.au,21603.741,0.001,-782588204.622,14330381.095,,,,461164.148,-782588204.622,0.0,0.0
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_10000000_iqtree3_AA_INTEL_VANILA_OMP104_LG-R7_100taxa_10000000len_modelwise_te_aa.log,AA,LG+I+G4,100,10000000,cpu_OMP_104,LG+R7,COMPLETE,gadi-cpu-spr-0565.gadi.nci.org.au,34382.115,0.001,-782588243.515,22790137.859,,,,460229.766,-782588243.515,0.0,0.0
output_cpu_modelwisetest_AA_LG+I+G4_OMP_104_taxa100_run1_tree_1_10000000_iqtree3_AA_INTEL_VANILA_OMP104_LG_100taxa_10000000len_modelwise_te_aa.log,AA,LG+I+G4,100,10000000,cpu_OMP_104,LG,COMPLETE,gadi-cpu-spr-0198.gadi.nci.org.au,94.058,0.0,-827775381.072,82909.847,,,,173397.43,-827775381.072,0.0,0.0
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_10000000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-G4_100taxa_10000000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_10000000_aa_iqtree.log,AA,LG+I+G4,100,10000000,cudajolt_H200,LG+G4,COMPLETE,gadi-gpu-h200-0013.gadi.nci.org.au,673.766,0.0,-782587989.018,,,,,,-782587989.192,0.17400002479553223,2.223392477249521e-10
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_10000000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-I-G4_100taxa_10000000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_10000000_aa_iqtree.log,AA,LG+I+G4,100,10000000,cudajolt_H200,LG+I+G4,COMPLETE,gadi-gpu-h200-0013.gadi.nci.org.au,4107.636,0.0,-782587989.025,,,,,,-782587989.206,0.1809999942779541,2.312838898301947e-10
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_10000000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-I-R1_100taxa_10000000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_10000000_aa_iqtree.log,AA,LG+I+G4,100,10000000,cudajolt_H200,LG+I+R1,COMPLETE,gadi-gpu-h200-0027.gadi.nci.org.au,1560.602,0.0,-825762690.314,,,,,,-825762690.314,0.0,0.0
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_10000000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-I-R2_100taxa_10000000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_10000000_aa_iqtree.log,AA,LG+I+G4,100,10000000,cudajolt_H200,LG+I+R2,COMPLETE,gadi-gpu-h200-0005.gadi.nci.org.au,10470.075,0.001,-790171808.176,,,,,,-790171808.176,0.0,0.0
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_10000000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-I-R3_100taxa_10000000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_10000000_aa_iqtree.log,AA,LG+I+G4,100,10000000,cudajolt_H200,LG+I+R3,COMPLETE,gadi-gpu-h200-0008.gadi.nci.org.au,14199.889,0.0,-783373117.155,,,,,,-783373117.155,0.0,0.0
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_10000000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-I_100taxa_10000000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_10000000_aa_iqtree.log,AA,LG+I+G4,100,10000000,cudajolt_H200,LG+I,COMPLETE,gadi-gpu-h200-0018.gadi.nci.org.au,4047.567,0.0,-825762690.315,,,,,,-825762690.315,0.0,0.0
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_10000000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-R1_100taxa_10000000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_10000000_aa_iqtree.log,AA,LG+I+G4,100,10000000,cudajolt_H200,LG+R1,COMPLETE,gadi-gpu-h200-0004.gadi.nci.org.au,181.27,0.0,-827775381.071,,,,,,-827775381.071,0.0,0.0
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_10000000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-R3_100taxa_10000000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_10000000_aa_iqtree.log,AA,LG+I+G4,100,10000000,cudajolt_H200,LG+R3,COMPLETE,gadi-gpu-h200-0004.gadi.nci.org.au,12483.838,0.001,-783405092.745,,,,,,-783405092.745,0.0,0.0
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_10000000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG-R4_100taxa_10000000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_10000000_aa_iqtree.log,AA,LG+I+G4,100,10000000,cudajolt_H200,LG+R4,COMPLETE,gadi-gpu-h200-0015.gadi.nci.org.au,6392.56,0.0,-782587988.958,,,,,,-782587988.958,0.0,0.0
output_cudajolt_modelwise_AA_LG+I+G4_IQTREE_GPU_SHARED_taxa100_run1_tree_1_10000000_iqtree3_AA_IQTREE_GPU_SHARED_H200_LG_100taxa_10000000len_modelwise_te_nt12_jolt_IQTREE_GPU_SHARED_run1_tree_1_10000000_aa_iqtree.log,AA,LG+I+G4,100,10000000,cudajolt_H200,LG,COMPLETE,gadi-gpu-h200-0008.gadi.nci.org.au,182.163,0.0,-827775381.071,,,,,,-827775381.072,0.001000046730041504,1.2081136415852403e-12
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_10000000_iqtree3_AA_OPENACC_H200_LG-G4_100taxa_10000000len_modelwise_te_OPENACC_run1_tree_1_10000000_aa_iqtree.log,AA,LG+I+G4,100,10000000,openACC_H200,LG+G4,COMPLETE,gadi-gpu-h200-0027.gadi.nci.org.au,234.146,0.007,-782587989.192,84093.986,112842.794,108580.688,107706.0,24262.465,-782587989.192,0.0,0.0
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_10000000_iqtree3_AA_OPENACC_H200_LG-I-G4_100taxa_10000000len_modelwise_te_OPENACC_run1_tree_1_10000000_aa_iqtree.log,AA,LG+I+G4,100,10000000,openACC_H200,LG+I+G4,COMPLETE,gadi-gpu-h200-0003.gadi.nci.org.au,45867.118,0.005,-782587989.206,13439494.476,23519585.846,108580.688,107706.0,24262.477,-782587989.206,0.0,0.0
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_10000000_iqtree3_AA_OPENACC_H200_LG-I-R2_100taxa_10000000len_modelwise_te_OPENACC_run1_tree_1_10000000_aa_iqtree.log,AA,LG+I+G4,100,10000000,openACC_H200,LG+I+R2,COMPLETE,gadi-gpu-h200-0006.gadi.nci.org.au,485.644,0.004,-790171808.176,145205.506,220823.491,123218.688,122344.0,24404.242,-790171808.176,0.0,0.0
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_10000000_iqtree3_AA_OPENACC_H200_LG-I-R3_100taxa_10000000len_modelwise_te_OPENACC_run1_tree_1_10000000_aa_iqtree.log,AA,LG+I+G4,100,10000000,openACC_H200,LG+I+R3,COMPLETE,gadi-gpu-h200-0005.gadi.nci.org.au,567.072,0.005,-783373117.155,229654.674,271693.154,125406.688,124532.0,24404.391,-783373117.155,0.0,0.0
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_10000000_iqtree3_AA_OPENACC_H200_LG-I-R4_100taxa_10000000len_modelwise_te_OPENACC_run1_tree_1_10000000_aa_iqtree.log,AA,LG+I+G4,100,10000000,openACC_H200,LG+I+R4,COMPLETE,gadi-gpu-h200-0026.gadi.nci.org.au,5556.934,0.008,-782588019.921,1372585.853,2669669.074,125446.688,124572.0,24404.551,-782588019.921,0.0,0.0
output_openacc_stable_modelwise_AA_LG+I+G4_OPENACC_taxa100_run1_tree_1_10000000_iqtree3_AA_OPENACC_H200_LG-I-R5_100taxa_10000000len_modelwise_te_OPENACC_run1_tree_1_10000000_aa_iqtree.log,AA,LG+I+G4,100,10000000,openACC_H200,LG+I+R5,COMPLETE,gadi-gpu-h200-0018.gadi.nci.org.au,5612.338,0.005,-782588252.922,1731205.533,2893122.91,129770.688,128896.0,24404.227,-782588252.922,0.0,0.0
